NtsbNo;EventDate;City;State;HighestInjuryLevel;FatalInjuryCount;SeriousInjuryCount;MinorInjuryCount;OnboardInjuryCount;OnGroundInjuryCount;Latitude;Longitude;Make;Model;AirCraftCategory;EngineType;AirCraftDamage;WeatherCondition;Operator;BroadPhaseofFlight;Year;Month;Quarter;YearMonth;TotalInjuries;OperationSegment
GAA18CA082;2017-12-09 12:45:00+00:00;Pocasset;Oklahoma;None;0,0;0,0;0,0;0,0;0,0;35,207221;-97,970275;PIPER;PA28;AIR;REC;Substantial;VMC;;Landing;2017;12;4;2017-12;0,0;Personal
CEN18LA051;2017-12-09 10:45:00+00:00;Algona;Iowa;None;0,0;0,0;0,0;0,0;0,0;43,078056;-94,271942;CESSNA;172C;AIR;REC;Substantial;VMC;;Initial Climb;2017;12;4;2017-12;0,0;Instructional
GAA18CA078;2017-12-08 16:00:00+00:00;Everett;Washington;None;0,0;0,0;0,0;0,0;0,0;47,907775;-122,28083;CESSNA;172;AIR;REC;Substantial;VMC;;Takeoff;2017;12;4;2017-12;0,0;Personal
WPR18FA045;2017-12-08 12:15:00+00:00;Geneva;Florida;Fatal;3,0;0,0;0,0;3,0;0,0;28,764722;-81,061111;BEECH;C90;AIR;TP;Destroyed;VMC;L3 Airline Academy;Approach;2017;12;4;2017-12;3,0;Instructional
ERA18FA046;2017-12-07 22:00:00+00:00;St. Croix;;Fatal;5,0;0,0;0,0;5,0;0,0;18,33633;-64,897247;BEECH;58;AIR;REC;Destroyed;VMC;;Approach;2017;12;4;2017-12;5,0;Personal
GAA18CA075;2017-12-07 20:50:00+00:00;Limon;Colorado;Minor;0,0;0,0;1,0;1,0;0,0;39,275001;-103,665832;JONES KENT C;VANS RV-10;AIR;REC;Substantial;VMC;;Approach;2017;12;4;2017-12;1,0;Personal
GAA18CA073;2017-12-07 19:10:00+00:00;Spanish Fork;Utah;None;0,0;0,0;0,0;0,0;0,0;40,074443;-111,579719;BROCK STEINER;Sport Copter Vortex;GYRO;REC;Substantial;VMC;;Maneuvering;2017;12;4;2017-12;0,0;Personal
WPR18LA047;2017-12-06 17:00:00+00:00;Auburn;Washington;None;0,0;0,0;0,0;0,0;0,0;47,330001;-122,2275;CESSNA;172D;AIR;REC;Substantial;VMC;;Approach;2017;12;4;2017-12;0,0;Personal
CEN18FA049;2017-12-06 15:54:00+00:00;Chesterfield;Missouri;Fatal;1,0;0,0;0,0;1,0;0,0;38,400001;-90,370002;RAYTHEON AIRCRAFT;B36TC;AIR;REC;Destroyed;VMC;;Approach;2017;12;4;2017-12;1,0;Personal
GAA18CA070;2017-12-06 10:00:00+00:00;Santa Rosa;Arizona;None;0,0;0,0;0,0;0,0;0,0;32,233612;-112,183609;EUROCOPTER;AS 350;HELI;TS;Substantial;VMC;US DEPARTMENT OF HOMELAND SECURITY;Landing;2017;12;4;2017-12;0,0;Other / Unknown
DCA18CA055;2017-12-06 04:07:00+00:00;Fort Lauderdale;Florida;Serious;0,0;1,0;1,0;2,0;0,0;26,0725;-80,152778;AIRBUS;A321 231;AIR;TF;;IMC;SPIRIT AIRLINES INC;Enroute;2017;12;4;2017-12;2,0;Commercial Scheduled
ERA18LA041;2017-12-05 15:00:00+00:00;Brewton;Alabama;None;0,0;0,0;0,0;0,0;0,0;31,010833;-87,037223;PIPER;PA28;AIR;REC;Substantial;VMC;;Enroute;2017;12;4;2017-12;0,0;Personal
GAA18CA068;2017-12-05 15:00:00+00:00;Chesapeake;Virginia;None;0,0;0,0;0,0;0,0;0,0;36,780834;-76,451385;NORTH AMERICAN;T 6;AIR;REC;Substantial;VMC;SHADOW VENTURES LLC;Landing;2017;12;4;2017-12;0,0;Personal
GAA18CA072;2017-12-05 14:15:00+00:00;Fort Pierce;Florida;Minor;0,0;0,0;1,0;1,0;0,0;27,492221;-80,368057;ROBINSON;R44;HELI;REC;Substantial;VMC;ATLAS AVIATION LP;Landing;2017;12;4;2017-12;1,0;Personal
GAA18CA081;2017-12-05 12:30:00+00:00;Cheboygan;Michigan;None;0,0;0,0;0,0;0,0;0,0;45,654167;-84,513885;PIPER;PA 32;AIR;REC;Substantial;VMC;GREAT LAKES AIR. INC;Landing;2017;12;4;2017-12;0,0;Commercial Non-Scheduled
WPR18LA044;2017-12-04 19:35:00+00:00;Glendale;Arizona;None;0,0;0,0;0,0;0,0;0,0;33,526943;-112,29528;PIPER;PA 34-200T;AIR;REC;Substantial;VMC;ANGEL AVIATION INC;Landing;2017;12;4;2017-12;0,0;Instructional
CEN18LA047;2017-12-04 19:02:00+00:00;Rockford;Illinois;Serious;0,0;2,0;2,0;4,0;0,0;42,203056;-89,082496;BEECH;C90;AIR;TP;Substantial;VMC;;Approach;2017;12;4;2017-12;4,0;Personal
GAA18CA071;2017-12-04 18:25:00+00:00;Hyannis;Massachusetts;None;0,0;0,0;0,0;0,0;0,0;41,668888;-70,280281;CESSNA;402;AIR;REC;Substantial;VMC;;Initial Climb;2017;12;4;2017-12;0,0;Personal
WPR18LA043;2017-12-04 08:20:00+00:00;Rio Oso;California;Minor;0,0;0,0;1,0;1,0;0,0;38,94947;-121,49016;BEECH;A36;AIR;REC;Substantial;VMC;;Enroute;2017;12;4;2017-12;1,0;Personal
CEN18LA048;2017-12-03 20:10:00+00:00;Jeffersonville;Indiana;None;0,0;0,0;0,0;0,0;0,0;38,365554;-85,738052;PIPER;PA 31-310;AIR;REC;Substantial;VMC;LUFTLADDER INC;Landing;2017;12;4;2017-12;0,0;Personal
DCA18CA043;2017-12-03 19:25:00+00:00;Miami;Florida;None;0,0;0,0;0,0;0,0;0,0;25,793333;-80,290557;AIRBUS, BOEING;A319 115, 737 800;AIR, AIR;TF, TF;Minor, Substantial;VMC;American Airlines, American Airlines;Taxi;2017;12;4;2017-12;0,0;Commercial Scheduled
ERA18LA044;2017-12-03 16:30:00+00:00;Thomasville;Georgia;None;0,0;0,0;0,0;0,0;0,0;30,901388;-83,881385;PIPER;PA34;AIR;REC;Substantial;VMC;;Landing;2017;12;4;2017-12;0,0;Personal
ERA18LA043;2017-12-03 16:27:00+00:00;Frederick;Maryland;Minor;0,0;0,0;1,0;1,0;0,0;39,417499;-77,374443;CESSNA;180;AIR;REC;Substantial;VMC;;Landing;2017;12;4;2017-12;1,0;Personal
WPR18LA042;2017-12-03 14:25:00+00:00;Everett;Washington;Minor;0,0;0,0;2,0;2,0;0,0;47,9076;-122,2809;CESSNA;152;AIR;REC;Substantial;VMC;;Approach;2017;12;4;2017-12;2,0;Instructional
CEN18FA045;2017-12-03 12:40:00+00:00;Ravenna;Ohio;Fatal;1,0;0,0;0,0;1,0;0,0;41,20861;-81,228332;PIPER;TITAN TORNADO II D;AIR;REC;Destroyed;VMC;Pilot;Approach;2017;12;4;2017-12;1,0;Personal
GAA18CA079;2017-12-03 12:09:00+00:00;Chino;California;None;0,0;0,0;0,0;0,0;0,0;33,974445;-117,637222;BOEING;A75N1(PT17);AIR;REC;Substantial;VMC;;Takeoff;2017;12;4;2017-12;0,0;Personal
ERA18LA039;2017-12-02 18:00:00+00:00;Hernando;Mississippi;Fatal;2,0;0,0;0,0;2,0;0,0;34,796665;-89,920829;KEVIN LEUE;Sparrow Hawk;GYRO;REC;Destroyed;VMC;;Unknown;2017;12;4;2017-12;2,0;Personal
GAA18CA069;2017-12-02 17:50:00+00:00;Plato Center;Illinois;None;0,0;0,0;0,0;0,0;0,0;42,007778;-88,456947;WEAVER DAVID A;PULSAR   912XP;AIR;REC;Substantial;VMC;;Approach;2017;12;4;2017-12;0,0;Personal
ANC18LA013;2017-12-02 14:30:00+00:00;Huntingdon;Tennessee;None;0,0;0,0;0,0;0,0;0,0;36,089168;-88,463333;CESSNA;172R;AIR;REC;Substantial;VMC;;Initial Climb;2017;12;4;2017-12;0,0;Personal
GAA18CA085;2017-12-02 10:30:00+00:00;Park Rapids;Minnesota;None;0,0;0,0;0,0;0,0;0,0;46,900833;-95,072502;CESSNA;172;AIR;REC;Substantial;VMC;UNIVERSITY OF NORTH DAKOTA;Landing;2017;12;4;2017-12;0,0;Instructional
ERA18LA040;2017-12-01 17:15:00+00:00;Ravenswood;West Virginia;None;0,0;0,0;0,0;0,0;0,0;38,933055;-81,818054;CHAMPION;7EC;AIR;REC;Substantial;VMC;;Landing;2017;12;4;2017-12;0,0;Personal
GAA18CA067;2017-12-01 17:00:00+00:00;Mount Airy;North Carolina;None;0,0;0,0;0,0;0,0;0,0;36,461112;-80,553054;TODD FOLEY;ZENITH 701;AIR;REC;Substantial;VMC;;Takeoff;2017;12;4;2017-12;0,0;Personal
ANC18LA014;2017-12-01 00:01:00+00:00;Miami;Florida;None;0,0;0,0;0,0;0,0;0,0;25,651388;-80,439445;CESSNA;172;AIR;REC;Substantial;VMC;;Landing;2017;12;4;2017-12;0,0;Personal
GAA18CA074;2017-11-30 18:45:00+00:00;Bowie;Maryland;None;0,0;0,0;0,0;0,0;0,0;38,945556;-76,77333;CESSNA;172;AIR;REC;Substantial;VMC;GODDARD AIRCRAFT CLUB INC;Approach;2017;11;4;2017-11;0,0;Personal
WPR18LA041;2017-11-30 16:35:00+00:00;Truckee;California;Serious;0,0;2,0;0,0;2,0;0,0;39,319999;-120,13944;ROBINSON;R22;HELI;REC;Substantial;VMC;TUMBLEWEED LEASING CO INC;Emergency Descent;2017;11;4;2017-11;2,0;Personal
GAA18CA076;2017-11-30 12:40:00+00:00;Fullerton;California;None;0,0;0,0;0,0;0,0;0,0;33,872501;-117,9775;CESSNA;152;AIR;REC;Substantial;VMC;;Takeoff;2017;11;4;2017-11;0,0;Instructional
GAA18CA066;2017-11-29 17:30:00+00:00;New Orleans;Louisiana;None;0,0;0,0;0,0;0,0;0,0;30,04;-90,022499;ROBINSON;R44;HELI;REC;Substantial;VMC;;Landing;2017;11;4;2017-11;0,0;Aerial Work
ERA18CA035;2017-11-29 16:30:00+00:00;Mechanicsville;Virginia;None;0,0;0,0;0,0;0,0;0,0;37,708057;-77,300277;DRIGGERS QUILLAN E;TITAN TORNADO;AIR;REC;Substantial;VMC;;Initial Climb;2017;11;4;2017-11;0,0;Personal
ANC18CA017;2017-11-29 13:02:00+00:00;Nikolai;Alaska;None;0,0;0,0;0,0;0,0;0,0;62,293334;-153,361938;PIPER;PA 18-125;AIR;REC;Substantial;VMC;STATE OF ALASKA;Landing;2017;11;4;2017-11;0,0;Other / Unknown
DCA18IA026;2017-11-29 12:06:00+00:00;Atlanta;Georgia;None;0,0;0,0;0,0;0,0;0,0;33,636665;-84,42778;BOEING;737-932ER;AIR;TF;;IMC;Delta Air Lines;Approach;2017;11;4;2017-11;0,0;Commercial Scheduled
ERA18LA034;2017-11-29 10:30:00+00:00;Westminister;Maryland;None;0,0;0,0;0,0;0,0;0,0;39,466945;-77,017501;AERO COMMANDER;112;AIR;REC;Substantial;VMC;;Landing;2017;11;4;2017-11;0,0;Instructional
DCA18LA024;2017-11-27 20:45:00+00:00;Jamaica;New York;None;0,0;0,0;0,0;;0,0;40,63972;-73,778892;BOEING, AIRBUS;777, A330;AIR, AIR;TF, TF;Substantial, Substantial;VMC;Egypt Airlines, Virgin Atlantic Airways LTD;Taxi;2017;11;4;2017-11;0,0;Commercial Scheduled
CEN18LA042;2017-11-27 16:20:00+00:00;Louviers;Colorado;None;0,0;0,0;0,0;0,0;0,0;39,462223;-105,007774;MOTLEY GARY W;ZENITH CH750 CRUZER;AIR;REC;Substantial;VMC;;Enroute;2017;11;4;2017-11;0,0;Aerial Work
GAA18CA058;2017-11-27 13:00:00+00:00;Black River Falls;Wisconsin;None;0,0;0,0;0,0;0,0;0,0;44,251388;-90,855552;CESSNA;182;AIR;REC;Substantial;VMC;;Approach;2017;11;4;2017-11;0,0;Instructional
WPR18LA037;2017-11-27 12:30:00+00:00;Oro Valley;Arizona;None;0,0;0,0;0,0;0,0;0,0;32,389999;-110,96749;COLUMBIA AIRCRAFT MFG;LC41 550FG;AIR;REC;Substantial;VMC;;Taxi;2017;11;4;2017-11;0,0;Personal
GAA18CA059;2017-11-26 17:00:00+00:00;Tucson;Arizona;None;0,0;0,0;0,0;0,0;0,0;32,141666;-111,183334;MOONEY;M20;AIR;REC;Substantial;VMC;;Takeoff;2017;11;4;2017-11;0,0;Personal
GAA18CA080;2017-11-26 16:07:00+00:00;Daytona Beach;Florida;None;0,0;0,0;0,0;0,0;0,0;29,180833;-81,059165;CESSNA;172;AIR;REC;Substantial;VMC;EMBRY-RIDDLE AERONAUTICAL UNIVERSITY INC;Landing;2017;11;4;2017-11;0,0;Instructional
CEN18LA038;2017-11-26 15:30:00+00:00;Palmyra;Wisconsin;Serious;0,0;2,0;0,0;2,0;0,0;42,883888;-88,584999;PIPER / LAUDEMAN;J3C 65;AIR;REC;Substantial;VMC;FLYING HAWKS INC;Approach;2017;11;4;2017-11;2,0;Personal
CEN18LA040;2017-11-26 10:15:00+00:00;Midland;Texas;None;0,0;0,0;0,0;0,0;0,0;32,036666;-102,101669;CESSNA;150F;AIR;REC;Substantial;VMC;;Enroute;2017;11;4;2017-11;0,0;Instructional
WPR18LA036;2017-11-25 16:15:00+00:00;Willows;California;Minor;0,0;0,0;0,0;0,0;0,0;39,515834;-122,217224;DOSHIER WILBERT A;GT-500;AIR;REC;Substantial;VMC;;Takeoff;2017;11;4;2017-11;0,0;Instructional
ANC18LA011;2017-11-25 15:55:00+00:00;Oloh;Mississippi;Minor;0,0;0,0;1,0;1,0;0,0;31,262777;-89,575553;CESSNA;172;AIR;REC;Substantial;VMC;;Enroute;2017;11;4;2017-11;1,0;Personal
WPR18LA040;2017-11-25 15:20:00+00:00;Odessa;Florida;Minor;0,0;0,0;1,0;1,0;0,0;28,158611;-82,638053;PIPER;PA-28;AIR;REC;Substantial;VMC;;Enroute;2017;11;4;2017-11;1,0;Personal
ERA18LA032;2017-11-25 14:45:00+00:00;Ebensburg;Pennsylvania;Serious;0,0;4,0;0,0;4,0;0,0;40,485;-78,724723;PIPER;PA 34-220T;AIR;REC;Substantial;VMC;;Approach;2017;11;4;2017-11;4,0;Personal
ERA18LA031;2017-11-25 14:15:00+00:00;Clearwater;Florida;Minor;0,0;0,0;1,0;1,0;0,0;27,924165;-82,69139;PIPER;PA46;AIR;TP;Substantial;VMC;BELLEAIRE LLC;Takeoff;2017;11;4;2017-11;1,0;Personal
GAA18CA057;2017-11-24 13:00:00+00:00;Moab;Utah;None;0,0;0,0;0,0;0,0;0,0;38,455276;-109,445556;KARPAYEV VLADYSLAV V;RV-9;AIR;REC;Substantial;VMC;;Taxi;2017;11;4;2017-11;0,0;Personal
GAA18CA065;2017-11-24 09:00:00+00:00;NORTHAMPTON;Massachusetts;None;0,0;0,0;0,0;0,0;0,0;42,230308;-71,529953;AVEKO SRO;VL-3C-1;AIR;REC;Substantial;VMC;;Landing;2017;11;4;2017-11;0,0;Personal
GAA18CA061;2017-11-23 17:50:00+00:00;Caldwell;Texas;Minor;0,0;0,0;2,0;2,0;0,0;30,699443;-96,654724;LUSCOMBE;8;AIR;REC;Substantial;VMC;;Approach;2017;11;4;2017-11;2,0;Personal
ERA18FA030;2017-11-23 16:15:00+00:00;Starke;Florida;Fatal;1,0;0,0;0,0;1,0;0,0;29,951944;-81,979446;MOONEY;M20C;AIR;REC;Destroyed;IMC;;Maneuvering;2017;11;4;2017-11;1,0;Personal
GAA18CA056;2017-11-23 12:00:00+00:00;Overgaard;Arizona;None;0,0;0,0;0,0;0,0;0,0;34,399444;-110,529441;BUEHLMANN PETER;KITFOX MODEL 4 1200;AIR;REC;Substantial;VMC;;Landing;2017;11;4;2017-11;0,0;Personal
ERA18LA033;2017-11-22 19:45:00+00:00;Presque Isle;Maine;Minor;0,0;0,0;2,0;2,0;0,0;46,688888;-68,044723;CESSNA;421;AIR;REC;Substantial;IMC;FRESH AIR LLC;Initial Climb;2017;11;4;2017-11;2,0;Commercial Non-Scheduled
CEN18FA037;2017-11-22 17:56:00+00:00;Pittsford;Vermont;Fatal;1,0;0,0;0,0;1,0;0,0;43,755554;-73,04;CESSNA;172G;AIR;REC;Destroyed;IMC;;Enroute;2017;11;4;2017-11;1,0;Personal
CEN18LA039;2017-11-22 13:53:00+00:00;Dickinson;North Dakota;Serious;0,0;1,0;1,0;2,0;0,0;47,021389;-102,810279;PIPER;PA 12;AIR;REC;Substantial;VMC;;Takeoff;2017;11;4;2017-11;2,0;Personal
CEN18LA056;2017-11-22 13:00:00+00:00;Maple Lake;Minnesota;None;0,0;0,0;0,0;0,0;0,0;45,23611;-93,985557;CESSNA;172N;AIR;REC;Substantial;VMC;;Landing;2017;11;4;2017-11;0,0;Personal
GAA18CA060;2017-11-22 12:00:00+00:00;Woodlawn;Virginia;None;0,0;0,0;0,0;0,0;0,0;36,771945;-80,89833;HUGHES;300;HELI;REC;Substantial;VMC;;Landing;2017;11;4;2017-11;0,0;Personal
CEN18LA041;2017-11-22 11:40:00+00:00;Bolingbrook;Illinois;None;0,0;0,0;0,0;0,0;0,0;41,695556;-88,12889;CESSNA;182S;AIR;REC;Substantial;VMC;;Takeoff;2017;11;4;2017-11;0,0;Personal
CEN18LA043;2017-11-22 11:30:00+00:00;De Kalb;Illinois;None;0,0;0,0;0,0;0,0;0,0;41,931667;-88,705001;RUTTEN PHIL J;PIETENPOL;AIR;REC;Substantial;VMC;;Landing;2017;11;4;2017-11;0,0;Aerial Work
GAA18CA055;2017-11-21 15:40:00+00:00;El Dorado;Missouri;None;0,0;0,0;0,0;0,0;0,0;37,855556;-94,000831;BELLANCA;8KCAB;AIR;REC;Substantial;VMC;;Landing;2017;11;4;2017-11;0,0;Personal
CEN18FA035;2017-11-20 16:05:00+00:00;Electra;Texas;Fatal;1,0;0,0;0,0;1,0;0,0;34,002498;-98,900833;ROBINSON;R22 BETA;HELI;REC;Substantial;VMC;Carmichael Helicopter Service LLC;Maneuvering;2017;11;4;2017-11;1,0;Aerial Work
